type	px	py	v	yaw_angle	yaw_rate	vx	vy	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
R	8.13707	-13.3372	-2.66486	0.288112	-1.19088	-2.55502	-0.757202	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.29021
L	7.98833	-13.3564	-2.65833	0.211587	-1.20224	-2.59904	-0.558279	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.628371
R	7.83339	-13.3707	-2.6671	0.123913	-1.23322	-2.64665	-0.329644	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.929325
L	7.6773	-13.363	-2.6634	0.0417684	-1.24675	-2.66107	-0.111213	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.8292
R	7.54273	-13.3614	-2.66321	-0.0228051	-1.24886	-2.66251	0.0607293	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0663591
L	7.40034	-13.3372	-2.66319	-0.0973658	-1.25931	-2.65057	0.258894	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.603028
R	7.24139	-13.2907	-2.67997	-0.201721	-1.3071	-2.62563	0.536949	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.45316
L	7.09234	-13.2404	-2.68016	-0.28424	-1.31635	-2.57262	0.751593	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.432452
R	6.95242	-13.1952	-2.67364	-0.350299	-1.30431	-2.51127	0.917537	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.877318
L	6.79489	-13.1459	-2.692	-0.41892	-1.29566	-2.45922	1.09504	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.06825
R	6.67051	-13.0868	-2.69877	-0.486716	-1.30061	-2.38538	1.26229	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.290707
L	6.52702	-13.0285	-2.72103	-0.54449	-1.28705	-2.32754	1.40944	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.55822
R	6.41314	-13.0143	-2.65005	-0.536008	-1.17775	-2.2784	1.3534	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.7574
L	6.2662	-12.9618	-2.66771	-0.580003	-1.15337	-2.23143	1.46197	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.20976
R	6.14218	-12.8688	-2.68265	-0.654469	-1.16909	-2.12834	1.63303	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.896504
L	6.00067	-12.7956	-2.70118	-0.699355	-1.14614	-2.0671	1.73881	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.13232
R	5.89653	-12.7251	-2.68698	-0.737461	-1.12161	-1.98884	1.80675	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.39353
L	5.75384	-12.6674	-2.7129	-0.758061	-1.08205	-1.97003	1.86516	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.65973
R	5.65284	-12.6073	-2.67671	-0.775425	-1.0337	-1.9115	1.87375	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.60102
L	5.51728	-12.5474	-2.69545	-0.790844	-0.995447	-1.89556	1.91632	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	2.02066
R	5.4198	-12.4541	-2.69748	-0.836076	-0.990775	-1.80834	2.00158	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.213724
L	5.29163	-12.3793	-2.71459	-0.854347	-0.957793	-1.7827	2.04719	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.53808
R	5.19161	-12.2832	-2.70364	-0.892203	-0.942107	-1.69707	2.10466	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.1736
L	5.06555	-12.1902	-2.71565	-0.915135	-0.912698	-1.65569	2.15255	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	1.03373
R	4.98088	-12.0574	-2.76046	-0.982363	-0.943732	-1.53222	2.29618	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.09506
L	4.87411	-11.9551	-2.77377	-1.00694	-0.920003	-1.48243	2.3444	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.863075
R	4.80055	-11.8463	-2.75581	-1.04289	-0.906305	-1.38818	2.38064	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.13436
L	4.71217	-11.7369	-2.76204	-1.07214	-0.889956	-1.32094	2.42569	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.320185
R	4.64038	-11.6039	-2.79009	-1.12073	-0.896549	-1.21376	2.51225	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	3.03873
L	4.58035	-11.4752	-2.79256	-1.16514	-0.8957	-1.10201	2.56593	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0256219
R	4.51896	-11.3347	-2.81788	-1.2106	-0.89615	-0.993185	2.63705	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	2.20346
L	4.47369	-11.1942	-2.82302	-1.25907	-0.898915	-0.865832	2.68696	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.1449
R	4.45809	-11.057	-2.77657	-1.32256	-0.916657	-0.682187	2.69147	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.1081
L	4.42483	-10.9138	-2.77231	-1.37154	-0.915905	-0.548764	2.71745	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.0839631
R	4.39884	-10.7749	-2.77682	-1.41663	-0.914372	-0.426408	2.74388	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0965441
L	4.39746	-10.6367	-2.77235	-1.4732	-0.925698	-0.27014	2.75916	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.217308
R	4.44072	-10.5025	-2.73335	-1.56412	-0.982831	-0.0182507	2.73329	4.44716	-10.5583	4.45	-10.55	0	2.00041	9.27064
L	4.44166	-10.3755	-2.72621	-1.6103	-0.981175	0.10768	2.72408	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.225755
R	4.46158	-10.239	-2.7219	-1.66988	-0.994438	0.269257	2.70855	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.271189
L	4.49491	-10.1051	-2.71904	-1.73057	-1.00554	0.432581	2.68441	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.234475
R	4.50142	-9.95907	-2.72456	-1.76403	-0.977144	0.523209	2.67385	4.56608	-10.005	4.55	-10	0	2.72717	1.02723
L	4.53916	-9.81583	-2.72219	-1.82101	-0.980682	0.674034	2.63742	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.05406
R	4.59843	-9.67289	-2.71996	-1.89273	-1.00304	0.860601	2.58022	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.41792
L	4.67054	-9.53155	-2.72255	-1.96186	-1.01579	1.03776	2.51701	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.30793
R	4.67507	-9.39663	-2.72857	-1.95877	-0.944513	1.03225	2.52578	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.15638
L	4.7535	-9.26743	-2.73619	-2.02106	-0.956961	1.19081	2.46347	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.502046
R	4.87544	-9.15815	-2.73675	-2.12995	-1.03541	1.45175	2.31996	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.57447
L	4.96471	-9.04268	-2.74156	-2.19001	-1.042	1.59119	2.23255	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.193062
R	4.97951	-8.91583	-2.73117	-2.16353	-0.93551	1.5257	2.26528	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	8.81084
L	5.07265	-8.79618	-2.74261	-2.21688	-0.938932	1.65123	2.18983	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.466395
R	5.19489	-8.69053	-2.74533	-2.29818	-0.976751	1.82542	2.05053	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.29954
L	5.30919	-8.57976	-2.75064	-2.35764	-0.980722	1.94781	1.94218	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.167438
R	5.34387	-8.45171	-2.73616	-2.32612	-0.869934	1.8757	1.99206	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.29867
L	5.45415	-8.34233	-2.75198	-2.37306	-0.869531	1.97848	1.91285	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.783783
R	5.55673	-8.24303	-2.75751	-2.41651	-0.869688	2.06384	1.82878	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.455283
L	5.67316	-8.14146	-2.77245	-2.46082	-0.867261	2.15444	1.74495	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.677702
R	5.73415	-8.02193	-2.75712	-2.43701	-0.771882	2.10061	1.78582	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.62784
L	5.8414	-7.92759	-2.76237	-2.47311	-0.768663	2.1678	1.71211	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.11283
R	5.92672	-7.82185	-2.75593	-2.47564	-0.717759	2.16708	1.70263	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.29017
L	6.03601	-7.7258	-2.76392	-2.50608	-0.711525	2.22432	1.64063	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.319421
R	6.13864	-7.61792	-2.75679	-2.51229	-0.663902	2.22869	1.6226	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	2.00174
L	6.25833	-7.5192	-2.76134	-2.54207	-0.657293	2.27977	1.55808	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.250364
R	6.37684	-7.43919	-2.76858	-2.58104	-0.669748	2.34488	1.47193	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.27406
L	6.5019	-7.35012	-2.78336	-2.60893	-0.662456	2.39774	1.41348	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.671097
R	6.6354	-7.27263	-2.78489	-2.64389	-0.660324	2.44703	1.32953	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0389024
L	6.76724	-7.19449	-2.78642	-2.67542	-0.655933	2.4891	1.25242	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.100562
R	6.85041	-7.08949	-2.76286	-2.64089	-0.557861	2.4237	1.32629	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.9519
L	6.96941	-7.0142	-2.76618	-2.66274	-0.552066	2.45505	1.27454	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.16501
R	7.10294	-6.94096	-2.76498	-2.68534	-0.539713	2.48215	1.21822	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.222897
L	7.24018	-6.85038	-2.77748	-2.70209	-0.526581	2.51352	1.18179	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.831914
R	7.34148	-6.73928	-2.7537	-2.66023	-0.420792	2.44078	1.27492	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.8787
L	7.47371	-6.64888	-2.76191	-2.67147	-0.409192	2.46228	1.25114	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.552415
R	7.59532	-6.56273	-2.75419	-2.66893	-0.373165	2.45222	1.25387	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	1.17527
L	7.72063	-6.48906	-2.7491	-2.68391	-0.36872	2.46615	1.21475	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.261814
R	7.86654	-6.43751	-2.75491	-2.72314	-0.396697	2.51722	1.11945	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.720735
L	7.99691	-6.37096	-2.75119	-2.73958	-0.392242	2.53186	1.07645	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.195039
R	8.08413	-6.2683	-2.72627	-2.69262	-0.296817	2.45608	1.18332	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	9.06956
L	8.19621	-6.19721	-2.72315	-2.69825	-0.288846	2.45988	1.16813	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.426924
R	8.32161	-6.11765	-2.71778	-2.69337	-0.258983	2.44931	1.1778	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.831878
L	8.45569	-6.03806	-2.72363	-2.69888	-0.250706	2.46106	1.16678	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.243581
R	8.56361	-5.95855	-2.71478	-2.68221	-0.208512	2.43333	1.20372	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.6916
L	8.67955	-5.88641	-2.71548	-2.68454	-0.201204	2.43676	1.19835	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.224089
R	8.80749	-5.83169	-2.7197	-2.70178	-0.211411	2.46087	1.15797	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.172421
L	8.93148	-5.7499	-2.7304	-2.69913	-0.198957	2.46746	1.16908	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.60608
R	9.03698	-5.65992	-2.71926	-2.66349	-0.130799	2.41435	1.25112	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	5.33729
L	9.15655	-5.56991	-2.72962	-2.65451	-0.116339	2.41217	1.2776	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.758153
R	9.26168	-5.45806	-2.71638	-2.60754	-0.04134	2.33813	1.38271	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	5.36494
L	9.38399	-5.35332	-2.72364	-2.59258	-0.0255065	2.32338	1.42132	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.825767
R	9.48634	-5.23844	-2.71354	-2.54695	0.0401146	2.24775	1.52017	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	3.85899
L	9.59984	-5.1331	-2.71586	-2.53057	0.0529669	2.22445	1.55811	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.583619
R	9.71206	-5.05822	-2.71628	-2.53385	0.0432752	2.22989	1.55105	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.209559
L	9.81382	-4.97244	-2.71273	-2.52491	0.0493523	2.21305	1.56886	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.257902
R	9.91032	-4.85652	-2.70232	-2.47812	0.113094	2.12905	1.66423	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.80269
L	10.0163	-4.76327	-2.69534	-2.46818	0.116558	2.10693	1.68098	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.259556
R	10.1035	-4.63764	-2.68584	-2.41272	0.187084	2.00344	1.78884	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	4.41546
L	10.2018	-4.52121	-2.68692	-2.39012	0.198081	1.96329	1.83441	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.468217
R	10.2949	-4.40486	-2.68361	-2.3593	0.22479	1.90349	1.89169	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.717433
L	10.3914	-4.29171	-2.68322	-2.34031	0.230712	1.86695	1.92721	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.151212
R	10.4777	-4.18531	-2.68336	-2.31452	0.25171	1.81673	1.97482	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.476413
L	10.564	-4.06272	-2.69404	-2.28958	0.262062	1.77394	2.02756	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.576902
R	10.6722	-3.97475	-2.70051	-2.30426	0.221432	1.80784	2.0061	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.58308
L	10.7566	-3.85105	-2.7107	-2.28085	0.231685	1.76703	2.0556	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.592379
R	10.7924	-3.70008	-2.70322	-2.18907	0.34689	1.56687	2.2028	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	11.5491
L	10.8654	-3.56212	-2.71751	-2.15824	0.357844	1.50614	2.26194	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.877345
R	10.968	-3.4688	-2.72159	-2.18352	0.293534	1.56519	2.22648	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	3.77694
L	11.044	-3.33916	-2.73242	-2.16096	0.29968	1.52059	2.27023	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.414667
R	11.0791	-3.19336	-2.73014	-2.08879	0.381203	1.3518	2.37198	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.72627
L	11.1446	-3.05266	-2.74409	-2.06096	0.387822	1.29184	2.42099	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.634447
R	11.1485	-2.87239	-2.74398	-1.94672	0.522066	1.0074	2.55237	11.1386	-2.78926	11.15	-2.8	0	2.73104	14.9825
L	11.1914	-2.71714	-2.74909	-1.90824	0.530217	0.910171	2.59405	11.141	-2.65084	11.15	-2.65	0	2.73102	0.374063
R	11.1995	-2.55082	-2.75095	-1.82763	0.603761	0.698782	2.66072	11.1042	-2.54354	11.15	-2.55	0	1.81785	4.21125
L	11.2239	-2.41105	-2.74053	-1.79093	0.607958	0.598423	2.6744	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.400041
R	11.3151	-2.30978	-2.73068	-1.84845	0.477548	0.748479	2.6261	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	14.6952
L	11.3499	-2.15897	-2.74511	-1.81906	0.480565	0.674534	2.66094	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.604169
R	11.3616	-2.00143	-2.74753	-1.76464	0.520152	0.529274	2.69607	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.3028
L	11.3829	-1.85435	-2.74445	-1.73342	0.522786	0.444359	2.70824	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0621963
R	11.3972	-1.70253	-2.74545	-1.69446	0.538025	0.33866	2.72448	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.203679
L	11.4044	-1.54878	-2.74592	-1.65924	0.542863	0.242541	2.73519	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.135474
R	11.345	-1.3812	-2.75239	-1.54828	0.660859	-0.0619609	2.75169	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.9969
L	11.3237	-1.23083	-2.74824	-1.50371	0.668499	-0.184239	2.74206	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.350659
R	11.2247	-1.06493	-2.76293	-1.36954	0.809965	-0.552316	2.70717	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.8863
L	11.1691	-0.917711	-2.75905	-1.31272	0.82119	-0.704175	2.66768	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.700591
R	11.0969	-0.781745	-2.76678	-1.2358	0.871578	-0.909614	2.61299	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	2.28088
L	11.032	-0.650707	-2.767	-1.18271	0.879754	-1.04708	2.56123	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.419814
R	10.9128	-0.520775	-2.78926	-1.06766	0.981462	-1.34491	2.4436	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	9.57975
L	10.828	-0.395889	-2.7935	-1.01054	0.987613	-1.48449	2.36642	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.3999
R	10.7331	-0.269857	-2.79658	-0.945457	1.00279	-1.63704	2.26737	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.240943
L	10.6235	-0.166043	-2.7832	-0.878036	1.01648	-1.77753	2.14164	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.846805
R	10.48	-0.072638	-2.81251	-0.763121	1.11008	-2.03255	1.94395	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	10.2687
L	10.3551	0.00869576	-2.80677	-0.692942	1.1245	-2.15944	1.79297	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.776094
R	10.2535	0.0910346	-2.79032	-0.649313	1.10433	-2.22249	1.68714	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	1.49454
L	10.1179	0.134911	-2.76886	-0.569655	1.13179	-2.33162	1.49336	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.27958
R	9.98019	0.201985	-2.77207	-0.493572	1.15247	-2.44121	1.31334	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.20792
L	9.82276	0.22895	-2.753	-0.40229	1.18339	-2.53322	1.07787	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	2.13774
R	9.67073	0.263883	-2.77119	-0.315722	1.21837	-2.63422	0.860463	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.95795
L	9.52169	0.272307	-2.76111	-0.231998	1.24254	-2.68714	0.63484	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	1.06205
R	9.38719	0.291127	-2.71659	-0.174294	1.22412	-2.67543	0.471091	9.22819	0.16178	9.35	0.15	-1.81963	0	7.73139
L	9.23405	0.277848	-2.70302	-0.084651	1.24943	-2.69334	0.22854	9.24456	0.139817	9.25	0.15	-1.81962	0	1.05869
R	9.09227	0.282559	-2.71651	-0.0161661	1.25675	-2.71615	0.0439133	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.882581
L	8.95659	0.274451	-2.71435	0.0506893	1.2613	-2.71086	-0.137529	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0325472
R	8.81884	0.26775	-2.72467	0.111825	1.25912	-2.70765	-0.304051	8.84168	0.257617	8.8	0.25	-2.99995	0	0.449839
L	8.68116	0.247014	-2.72681	0.176363	1.26011	-2.68451	-0.478418	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0317695
R	8.54211	0.226914	-2.73816	0.233977	1.25258	-2.66355	-0.634837	8.43549	0.247188	8.5	0.25	-2.99323	0	0.472318
L	8.40368	0.203462	-2.74479	0.288364	1.24234	-2.63146	-0.780574	8.34184	0.250769	8.35	0.25	-2.9932	0	0.313115
R	8.26146	0.164337	-2.74518	0.350131	1.23573	-2.57863	-0.941655	8.27073	0.243988	8.2	0.25	-2.73233	0	0.116323
L	8.11373	0.142806	-2.75118	0.392341	1.20824	-2.54214	-1.05192	8.03847	0.260731	8.05	0.25	-2.73234	0	1.08041
R	7.9805	0.117943	-2.76376	0.424633	1.17477	-2.51831	-1.13863	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.57513
L	7.84317	0.0786288	-2.77193	0.467054	1.15628	-2.47505	-1.24808	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.890675
R	7.69582	0.0668908	-2.79606	0.472295	1.09056	-2.48997	-1.27202	7.46173	0.143776	7.6	0.15	-2.99599	0	5.83512
L	7.55859	0.0333333	-2.79958	0.501338	1.06398	-2.45507	-1.34548	7.45455	0.149294	7.45	0.15	-2.99596	0	1.31866
R	7.44061	-0.0622329	-2.78268	0.584404	1.09965	-2.32087	-1.53521	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	3.73265
L	7.30636	-0.1064	-2.77459	0.613138	1.06944	-2.26919	-1.5966	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.55869
R	7.16439	-0.142516	-2.77706	0.616981	1.0016	-2.26505	-1.60674	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.66789
L	7.02704	-0.211483	-2.77902	0.653637	0.982866	-2.2062	-1.68986	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.823792
R	6.95791	-0.371339	-2.75822	0.787333	1.09099	-1.94658	-1.95413	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	12.8952
L	6.85012	-0.455363	-2.74768	0.830081	1.07607	-1.85418	-2.02775	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.694663
R	6.69434	-0.457435	-2.74518	0.762292	0.91462	-1.98546	-1.89577	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	19.3828
L	6.59067	-0.550271	-2.74745	0.803488	0.909824	-1.90728	-1.97756	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.105421
R	6.5251	-0.710301	-2.74806	0.915639	0.993966	-1.67435	-2.17908	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.07078
L	6.43941	-0.835866	-2.74849	0.973145	0.99665	-1.54658	-2.27206	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0256436
R	6.39658	-0.990321	-2.7556	1.0754	1.06833	-1.30995	-2.42433	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.64878
L	6.33829	-1.12072	-2.75861	1.13391	1.07249	-1.16723	-2.4995	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.107138
R	6.2726	-1.26122	-2.76275	1.19034	1.06863	-1.02593	-2.56521	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.227849
L	6.22269	-1.41057	-2.76675	1.25278	1.07117	-0.865121	-2.62802	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.0992159
R	6.26141	-1.62666	-2.8002	1.43099	1.23945	-0.390216	-2.77288	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	20.4586
L	6.25969	-1.77733	-2.79199	1.50588	1.24741	-0.181121	-2.78611	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.408398
R	6.26248	-1.91734	-2.79094	1.57522	1.25734	0.0123513	-2.79091	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.168137
L	6.28131	-2.05548	-2.78482	1.64555	1.26541	0.207976	-2.77705	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.323824
R	6.28998	-2.19805	-2.77083	1.69789	1.23872	0.351207	-2.74848	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.27014
L	6.31864	-2.34738	-2.76907	1.76842	1.24139	0.543664	-2.71517	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.027701
R	6.37204	-2.50359	-2.78066	1.85705	1.26871	0.785152	-2.66751	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.961552
L	6.42577	-2.64853	-2.77986	1.93024	1.27198	0.977831	-2.60221	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0388431
R	6.43466	-2.77069	-2.72826	1.93669	1.17939	0.976138	-2.54766	6.46538	-2.81029	6.45	-2.8	0	-2.72732	13.6768
L	6.48595	-2.9129	-2.73205	1.99687	1.17394	1.12916	-2.48779	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.0819163
R	6.54575	-3.05482	-2.74292	2.05984	1.17466	1.28857	-2.42141	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.705754
L	6.60228	-3.20564	-2.75897	2.10907	1.15566	1.41441	-2.36883	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.11296
R	6.66329	-3.34111	-2.75105	2.15011	1.12442	1.50606	-2.30219	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.94473
L	6.72448	-3.49437	-2.77127	2.18854	1.09665	1.60511	-2.2591	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	1.89783
R	6.78696	-3.62518	-2.7544	2.21848	1.05603	1.66184	-2.1966	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.46417
L	6.84583	-3.77936	-2.77345	2.24344	1.01909	1.72801	-2.16934	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.34424
R	6.90382	-3.90466	-2.74359	2.26088	0.969551	1.74658	-2.11583	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	5.9923
L	6.95878	-4.06217	-2.76184	2.27245	0.924652	1.78271	-2.10943	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.90266
R	7.00554	-4.17272	-2.71786	2.27573	0.868464	1.76113	-2.07006	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	10.1433
L	7.05827	-4.31054	-2.72924	2.2836	0.831179	1.78481	-2.06476	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.8598
